Transaction_ID,Amount,Device,Is_Fraud
d62ff72a-7b9d-48f7-a984-3d8789c3b299,259.07,Tablet,0
9e0bd05f-4a2e-4eda-994c-b69a2ea088fc,8663.67,Mobile,1
0711daa0-934c-4b78-a290-fe30a9d91ea3,20.39,Mobile,0
8ab9ad12-3377-46b8-af8b-6bdfe6cbee9d,7256.39,Mobile,1
63db4fcb-0f84-4a3e-9b60-78c74c3b4073,34.84,Mobile,0
a0e651d9-a17b-49fc-a964-d89587a18a2d,177.39,Desktop,0
20dede12-7a20-4830-af5a-c7e7f0b0f690,353.88,Desktop,0
33d498b3-060f-4017-b02e-d00433ec587e,264.1,Tablet,0
85de9d74-b6e9-4374-895b-151a7e2626a0,395.6,Tablet,0
7979ad04-fc8a-4ebc-8b26-ba40a1ee2486,161.8,Desktop,0
c90677ff-7fca-47b5-8076-0b46bcb1e566,462.75,Tablet,0
c100290b-2875-4078-8682-81ba99823f6e,331.43,Tablet,0
c184c0a8-108a-4a5b-be75-0d3c4992ced4,488.05,Desktop,0
8fde3b00-8e30-4c1c-ae28-86d9c81b24f1,263.67,Desktop,0
4801f165-5ff2-45b4-a4fb-73d1b3871616,203.67,Mobile,0
c3a28082-37c6-4863-b31c-0f3cafbce8cb,121.17,Desktop,0
c5481cf0-1f8c-44c0-979d-1f295d4b5fc3,298.2,Tablet,0
ccee1cd4-4d0c-443e-9356-69cc8ac0b43e,171.54,Tablet,0
beaa556d-7425-478e-8c12-f49876e67c8d,148.12,Mobile,0
47d4da86-3b09-4603-8eec-93699ec5be63,481.68,Tablet,0
a2fdb5a7-d257-4997-b840-a00c31a873f9,383.35,Tablet,0
1cadf786-cd8f-47b3-ba36-33d50af0a175,414.45,Mobile,0
242c129a-38f3-4875-8f66-456d693a53f9,199.73,Mobile,0
cfe15555-4b4c-4209-9021-23f127748eb3,175.05,Mobile,0
5916c891-c4d2-44aa-8078-1a3a73650817,309.16,Tablet,0
dd743c13-9ef5-4bed-abe3-62606a3b4e7f,54.72,Mobile,0
66bc6394-e87a-4b71-94df-47d8d5ad4b74,485.8,Desktop,0
cf5e14cf-5de7-4f30-9738-16d5d3dee8b0,282.97,Tablet,0
17031aa1-3001-4efb-903c-e637fbec4b3d,31.5,Mobile,0
ffc18d09-73d2-4750-b98a-7d9c9724b3ae,75.57,Mobile,0
4d906995-631b-401d-8248-a10fc9ce4931,499.93,Tablet,0
b0dc0517-1dfd-4c11-ab9f-4f3f74e1befc,147.27,Tablet,0
db8e67f3-d0f3-4980-ade2-0e1f535ab21f,14.35,Desktop,0
91afb94c-89a2-4f34-81cd-63d4c60a2d02,367.32,Tablet,0
f2fce3ce-6ed4-4aea-8b2a-502ed3767d7b,197.44,Mobile,0
f1ffe869-944c-4cf1-b002-f595f6cceefe,102.27,Desktop,0
f6b1e8b0-fd8e-475e-a9bd-6b7a36fb59e5,271.86,Mobile,0
37959261-b1fc-4a94-9d81-5d3c7ade0ff3,494.89,Tablet,0
261a3efd-7362-4695-8a6b-c65ca87744d0,39.32,Mobile,0
5c0f4ce6-4d56-4fc0-bff5-f957b5811b2f,145.64,Tablet,0
1fa26543-2249-4b79-beae-9e046f61e997,408.28,Desktop,0
c725e944-08fe-4871-9931-33a3e7e2e6a1,129.7,Mobile,0
59939917-afeb-4667-a744-3eeb6bdf2776,280.93,Mobile,0
e3864d64-7b47-4dc2-9c98-0c3b6a2c6a35,437.74,Tablet,0
e995521a-f921-4f29-94f9-f5637f493005,146.25,Desktop,0
b0e4a40b-97be-4770-a75d-2b9f3369bf23,447.48,Tablet,0
b2cabb0a-6b2c-4d3a-9609-b4fcae2ba791,212.68,Tablet,0
d7720ae6-bf4b-457a-b152-66948b72a71e,256.66,Desktop,0
6d347236-6fd2-49a6-94d8-ba36b16c1521,363.31,Tablet,0
4d24e660-c73a-4420-9355-1ca31966b5bd,461.12,Mobile,0
252ddcc6-6b25-44cb-8e3f-ab4ea0f1cc2c,352.92,Tablet,0
b112451f-acb8-4be8-93c6-2ce347f17675,301.96,Desktop,0
4ec1ceae-b0e0-4fa6-99e7-13aa24674a50,242.43,Desktop,0
a803fab4-0ba5-4afc-ba67-90faec967447,466.87,Tablet,0
3300c1ab-e841-4afd-af3b-589ed28f0007,213.91,Mobile,0
bd9d5abe-e7f9-4a9c-a54f-32f2ccd852f1,159.88,Desktop,0
7607d326-7e4a-4a59-aa57-f24d077c8563,74.96,Tablet,0
36bc3a86-06bd-407a-9e86-6b564e13a48a,335.49,Mobile,0
622c1eb6-f406-4f12-a270-9f04db3bcfc9,122.43,Desktop,0
1b5b0585-dbe2-4298-bfb1-5b8d4aa10e37,282.18,Tablet,0
4f4221a7-93a6-428b-9b97-272206f09e34,219.25,Tablet,0
853c17e3-1935-4f6a-9fcd-4059e4750212,302.86,Tablet,0
9f270402-a8fc-4e6d-8bea-3f2f86304505,271.12,Mobile,0
bad9cfda-f1e4-4ad7-ae8c-35a4a10aa78c,191.96,Mobile,0
3fdbb1a3-c6b2-4b96-bcda-d255ad9b4fd6,291.92,Desktop,0
6c470bf1-0cf2-40e5-9757-a363ecbd0019,72.18,Tablet,0
d3b57462-a77d-4fae-a3c2-e5cafd04bda5,229.31,Tablet,0
e52269ea-66a5-4e29-9c90-298c55cbec41,8674.97,Mobile,1
60870ce0-f0f8-40bf-9ae8-7bc9c819aa9d,444.22,Desktop,0
0d1dba48-b1b7-483b-ba0a-6f49ee57d9da,140.25,Mobile,0
1258e0ff-e834-4060-a008-e2805026bf18,490.68,Desktop,0
ab9ff31a-ff29-43ec-9579-d6d95713d11b,102.29,Desktop,0
05e44b48-1279-437b-88d7-b454ed10e1f5,298.91,Desktop,0
6852d72f-a73d-48fe-a198-56570b4ccfa8,207.05,Desktop,0
1b159de3-0150-450b-810a-a3bd58ec0f9a,403.35,Mobile,0
8cb5df63-6252-4c43-9f25-0e7f91562a68,136.48,Mobile,0
1c42967b-f7b7-4820-b922-15eb74083ab5,280.42,Desktop,0
fd5a1bdc-96ef-4861-b9f5-43f7837114eb,316.8,Mobile,0
e8866545-863e-4fbe-90b9-063c4fd887e0,409.2,Tablet,0
341afa65-5fee-45e0-b237-a13a5bfc0aee,160.24,Desktop,0
ec935b94-9819-4e4f-ab49-fe279315635e,372.64,Desktop,0
65e4a19b-2e71-470c-ba96-bc424f717d13,319.68,Tablet,0
b1687737-0220-479e-afd8-c60c948a9aa8,94.17,Tablet,0
7bffc3f8-2d77-4d0f-a6ef-2bc9e9a9d79e,354.13,Tablet,0
d05f353e-4cca-4dc4-82c8-df189b75c43b,45.04,Tablet,0
c2deb67f-76d0-4180-ac8c-6f9a3ec1a7f0,273.88,Mobile,0
e3a02f6d-4bd6-4c88-9492-0685e56066e5,393.18,Mobile,0
89c29c97-6d3a-4956-a6de-05337d702c78,293.25,Mobile,0
964bcd2a-b87e-4aa0-a080-e675f99a1596,386.52,Tablet,0
aaaaabca-4097-44c8-ba9b-ce12f78f6ba9,73.36,Mobile,0
c17552f8-d340-4889-9283-a28bdb029db1,12.53,Desktop,0
7c7e66bf-0d93-47e9-80fe-08dd55719fb3,168.86,Desktop,0
f692062e-f8da-4dab-a288-32d75b3fb986,264.36,Tablet,0
b2d8c0da-35e1-4531-9300-3246ba530356,260.43,Tablet,0
d60c4158-0bdc-467c-94d1-9945758ee1dc,91.62,Tablet,0
4551974c-ddb9-4899-bcf5-b4bca774f83e,190.91,Desktop,0
ade13544-299b-4c38-b48a-6ee321f621f7,217.05,Tablet,0
e24ed4ae-6e2d-416a-a136-0f220d5c47fa,147.4,Mobile,0
ecd999c1-8ed4-44a3-a1fe-312c2b792de7,244.53,Tablet,0
fcb5bebf-9715-4562-90f4-707d36b0771c,285.86,Tablet,0
34247e1a-e642-4296-9638-e7bcd315bc91,195.19,Mobile,0
e8fba1b0-8b2d-41f8-ab90-f2df553ace6f,237.25,Tablet,0
15884da2-a754-4026-b746-09a4fb692b31,149.23,Tablet,0
6fdd22ad-73a4-4727-b78f-20bd17652af5,490.7,Mobile,0
7a7915d1-6cf7-4cf3-8e1e-b0d3de3244a9,77.12,Tablet,0
07156d79-0f44-4dce-9476-d67c3f277f30,57.97,Desktop,0
17ef59ee-b217-442f-8c11-1e65539bb6c3,488.15,Desktop,0
1af4c034-9e6c-47fc-b2e9-da403e2e27c2,202.84,Tablet,0
b6081a84-59a3-46b6-add4-3e2dc92d8463,240.19,Mobile,0
501e6b5a-393e-4e8c-a4d6-915031476579,166.52,Mobile,0
286e506c-0c07-48ab-9d68-1a8246c8edbb,433.69,Tablet,0
4eedfbfe-fb39-4256-99b5-84823c9369af,417.77,Tablet,0
10db5b0c-82e1-4d15-adcc-ed59a5cc05f0,445.3,Mobile,0
adcdc5f7-9a70-455f-a03b-8136e76e5426,82.38,Tablet,0
7f345b02-f52f-41a2-9aa8-1e458c85dc42,378.91,Tablet,0
9515546a-0f0d-43aa-a1dc-fa2cd20ceb81,153.85,Desktop,0
cc906cb2-1389-40af-aa5d-3e904d60d176,234.75,Desktop,0
93592203-7ad4-4461-ac14-d54b8ed03920,378.88,Tablet,0
9c4699b0-0b01-4d01-af95-27dc76d2e992,134.27,Mobile,0
5724f873-68d8-4469-b951-775b1ce818eb,193.61,Mobile,0
cdd60580-76f6-4834-b90b-c405df2e5d01,314.79,Tablet,0
eb3551b3-c3b3-4c06-9d3a-e6c9456c2d57,119.41,Mobile,0
25471627-56d2-406d-9b06-7c0e54a16f1a,279.69,Tablet,0
ccd6e2b8-3c2e-44d8-bc4c-6ea1002db302,161.0,Mobile,0
e5c107df-0b95-4e81-a37a-e6aa7d3bc696,428.1,Mobile,0
dc228554-6c03-4fe5-9031-493ee97428a7,49.5,Mobile,0
5cbb1453-7ba2-4083-8245-da064a6232e2,227.48,Desktop,0
ac3136df-ff49-4c50-a5b0-23182d5cc61c,63.33,Mobile,0
cdda9cd4-5660-4819-96cf-f046ec3a1fcb,392.23,Mobile,0
1c50c5b7-14a5-443b-a719-f714476724d2,460.42,Tablet,0
2a3a346d-5071-4cc6-84fe-be56547c78a8,243.92,Tablet,0
2c2a54e7-b483-4a58-9f9f-0cca58adbeb8,483.83,Mobile,0
3f6de9a4-ae93-4a4e-b81c-63c602015335,395.43,Desktop,0
89b6a465-4db9-41fd-a3a8-308003c63460,151.94,Mobile,0
fbb5b9e3-82fd-42d9-ae57-780344b04954,262.8,Mobile,0
f4b161a5-f5b4-4910-88f7-a5a698aac303,197.87,Desktop,0
4a6b02ae-7262-4634-9e92-90edde9bc69b,458.55,Desktop,0
0e868289-435c-4f13-8500-09afcc9e3138,163.57,Tablet,0
06f1a4ce-69ba-45e2-b0f8-8f9344b73e83,415.2,Mobile,0
5a939975-92f8-47db-b9e8-86177d46571b,105.67,Desktop,0
8d7d3e40-7e06-4ddb-b38a-057abac0d7c0,190.6,Mobile,0
5a0f098b-3e22-41b3-857e-4260a555b02e,115.02,Desktop,0
22f51a08-25da-4a24-a867-c49e62a85d81,427.89,Mobile,0
162e0fcb-5e0e-471f-8491-b4b05f72153b,312.48,Desktop,0
9da6435b-c3d9-4bdc-b0aa-7af9002a7780,476.46,Mobile,0
663070ab-8708-47e9-913d-dab3aab4f8e0,8218.99,Mobile,1
c019aff8-237f-4109-98e6-080c0328b681,155.5,Desktop,0
41d40453-0935-4da1-8ead-558994167261,150.17,Desktop,0
78a8057b-3206-47d0-833d-4b25ebab8c14,460.25,Mobile,0
de08ffcf-2e36-4f31-8b5e-bf38937e6f6e,483.06,Mobile,0
79aa11fe-1c5d-4ce8-96f1-e7ca28d485cd,9150.64,Mobile,1
34e8d933-2c7a-41ef-a2ba-caf93e7f05e1,458.9,Tablet,0
4f0ebebf-3d49-4a54-8c66-76974fd26b0c,453.67,Mobile,0
e2aa9325-8105-4a40-a1cc-a1f60517860f,295.95,Tablet,0
f7f198ad-e374-46ea-886f-3f94aa538b43,112.66,Desktop,0
01467f9c-94d2-4e3e-9a54-be701980aef7,55.19,Tablet,0
ee60a766-d63a-4d0c-b9ef-11d4a9d0f10e,297.82,Desktop,0
b964af1b-18bc-4b92-8fcb-5a9c0e0954dd,99.77,Desktop,0
abe5bd45-2cdf-4142-b7f9-d1d800427328,426.05,Mobile,0
b26a0201-a2cb-4aac-84f3-d9f409914e06,237.06,Desktop,0
127e2651-3fbd-406b-a186-07c9c4efe3e3,65.03,Desktop,0
8770197b-2037-42fb-8e82-843fe2addb99,296.16,Desktop,0
61c3441e-d0db-4ad8-8def-a7719ce24348,238.23,Mobile,0
28af56b6-2ffb-4901-a40a-292b2be5605f,306.42,Desktop,0
1275a98b-fa7e-439e-b9f4-9db4fd52d641,343.61,Mobile,0
c9fa7bba-474f-4eb1-a684-71796f5a8fc3,376.84,Mobile,0
965d41d0-6ae7-4ff2-a39f-188e8ba426a8,291.62,Tablet,0
1fdc2324-66b4-4fbf-aaa9-f03b59c55f24,211.95,Tablet,0
592cac73-6c37-4b6c-b7e2-e21c3f38d178,173.55,Tablet,0
d6d50dba-9bd3-4875-bcc7-5954b5a6c12a,320.88,Mobile,0
ea62ed69-c173-4363-929e-d30968bd27a0,323.99,Mobile,0
6d1f644d-5f05-43bb-8530-9becfd426a82,174.14,Tablet,0
cf599b3f-e45c-4320-9d04-3330d96950e6,332.49,Tablet,0
e6a98bed-0b04-4360-bd95-309fbee7ac3b,105.72,Desktop,0
6f7182da-b768-42e5-b202-679e750f188a,317.09,Tablet,0
51d5a5e4-ed5d-49c6-a100-4ee863b7783d,150.23,Desktop,0
81c19e57-7174-4b6b-b111-d41a735e37d6,64.99,Desktop,0
ac99ab78-0d99-4485-bf3a-0966950948e0,143.54,Desktop,0
47eda4b7-7592-4adb-986a-e1946924fd94,65.2,Tablet,0
b3ee2415-6319-48ef-a910-1370cc328e7f,164.51,Desktop,0
84924ec4-2cd2-40d3-bdb2-83f0237b4d7e,44.29,Tablet,0
9ce5af0c-7238-4606-8ed9-1dfadaba9ddf,243.88,Mobile,0
d1f19eac-3232-4f0d-a1e7-45eb7c301fc0,226.34,Desktop,0
a5cbaf5a-7907-4ff9-be54-90d3541a7795,129.78,Mobile,0
944ea66c-4a22-48ab-ac15-3d3ad1924b0c,329.93,Desktop,0
c35a68fc-cba1-4d3f-a89d-d63d3f70431f,486.14,Desktop,0
8a1defd2-8739-471c-9561-c9aedbaf10fe,297.74,Mobile,0
4c1f2df9-0a56-40e6-b3fc-98124b02be0c,430.28,Desktop,0
f4be40da-3671-4ef9-8cf2-b2d359bf5e31,242.77,Desktop,0
2601a50b-d541-447c-a64a-ae9fbb144e5e,74.19,Desktop,0
53ff5461-2671-4925-86ae-8e57560be8d3,102.37,Desktop,0
0c1b78c2-be28-4246-8006-935fcb56a580,482.71,Desktop,0
e0ea45ec-3ad4-4db2-98dc-0b147dbba076,309.22,Mobile,0
0d16a77c-e7ba-4718-8a5b-2ec6bad2e49a,285.4,Mobile,0
e7b169ec-46c0-42ac-94e1-bbd316f4ceb1,53.83,Desktop,0
099f82ca-fcda-4bbf-87be-1569334a5caa,8565.29,Mobile,1
9b081117-5eb2-41e8-9c2b-0813fe7ebee5,448.6,Desktop,0
7c1858fd-5763-4088-b582-fb9de073cab3,257.83,Desktop,0
a14cadee-5f38-43bf-8b70-4769de0ff6e8,323.63,Tablet,0
81b9e0a2-388f-4714-a5ad-a7708e348dc4,266.31,Mobile,0
060d26fc-b3a3-4f57-aa01-57a581c0588a,460.54,Mobile,0
3d573fd5-d1b2-48c7-92cb-4317ed9b31d8,61.0,Mobile,0
ee41bfba-dec9-4949-918a-1df1d55c4694,290.46,Tablet,0
b9ee3922-1166-48ba-92e7-a5726372c6c0,128.92,Tablet,0
8689b7ae-0200-4cdb-80b7-5721b9e367da,116.38,Mobile,0
f3a55419-188d-4aef-8ccd-ee5c72d8cee7,204.85,Desktop,0
cc839a15-ec8f-48e8-b961-b82ce05c8491,67.83,Mobile,0
84ccfaa9-d7e5-4a00-bcf7-686863d4e20a,177.19,Mobile,0
bdd4fdf5-b7f7-42fb-8b4f-3c6d973ae4f9,465.89,Tablet,0
8d7ec20e-a715-44aa-baac-0ae7d1304b7a,244.76,Desktop,0
84d9348b-8548-44a8-98a3-f056aec5479c,403.91,Tablet,0
d823f1c1-0f0b-483f-8847-785e3462d507,296.55,Tablet,0
e5307831-c609-4595-a2b0-74ca82668d59,231.99,Mobile,0
9a7fec83-21b9-420d-a041-953840c4c16c,141.4,Desktop,0
0be22f06-b4f8-476b-8be4-1fc411e77adb,410.35,Tablet,0
d2648276-9a94-4470-bf29-12c668b6b932,420.67,Mobile,0
f319c710-0316-4aa5-b0e0-859770d925dd,137.99,Tablet,0
ec85ea17-b446-48c0-9d7c-2588fc08d3ff,381.41,Tablet,0
76b44fba-b80b-4780-9592-447286d8c583,489.53,Tablet,0
c91b13f1-e309-4853-a450-252d34faaff7,118.15,Mobile,0
9ddccb30-da6a-4524-aeeb-15910d1ad857,251.92,Tablet,0
305e3539-e9e6-471f-bd0c-b2a7d98a7370,143.11,Mobile,0
b6306cdd-a051-4057-83cd-80e9399b64a3,314.72,Mobile,0
951071d5-dab3-4773-802a-9bc8d1ed1346,284.54,Desktop,0
ccf22d6d-3037-42fe-8dfa-236c92044120,343.08,Desktop,0
7303c14b-f6d9-4ac9-b721-3a02ab1f9d06,492.15,Tablet,0
08e1c818-9ed9-45cd-a2da-6241a3810b44,407.98,Mobile,0
724bfd11-e8a5-492f-9b23-f72d38e4bcdd,416.3,Desktop,0
0936abc5-d174-4746-888f-09a258e36fe8,498.35,Mobile,0
f0bbfb3c-6101-4fbd-a061-83befec60098,489.98,Tablet,0
12acfe75-71d7-4f68-acc9-0dfca4dd22f2,45.81,Desktop,0
23d6363e-c0cf-43db-be33-225149e7803c,15.38,Tablet,0
e8b3a6f6-a204-4965-b237-bdba5cecd9cb,49.35,Mobile,0
9a1fd1e7-f494-41c7-a76a-51c8cc1ed055,394.58,Mobile,0
ac5333c8-9ed6-4410-8810-debfbb228de9,5742.33,Mobile,1
a7cc738d-d197-4711-9a81-b4d261299996,119.8,Mobile,0
90b0c72b-b394-4d1a-b917-ea08b0362f4a,219.83,Mobile,0
a825be3d-0cad-4d73-9a7b-aa785f38f3e1,7377.43,Mobile,1
2feb80cc-d4c5-4cbb-934d-5050d5e4e401,16.48,Desktop,0
0ae1a8d8-727a-4c44-9bc2-ff91d3c32192,495.17,Tablet,0
5fd8acbe-3974-40a1-a60a-6788d5e56023,462.07,Mobile,0
7fff31a2-7fb1-4ff7-b87d-af263067343a,115.78,Tablet,0
a3818b2e-40ab-4282-9752-6d34f674b017,289.85,Desktop,0
8479e42a-4b37-492b-bc00-6cde1c2211f5,249.9,Desktop,0
faa8cd51-a723-4a23-a613-a121bc93c9a3,135.08,Tablet,0
b32b65a9-8943-4715-869b-81f5c7ada017,125.68,Mobile,0
f6f81c58-231d-4917-9460-a311f86c8f8a,316.65,Tablet,0
417b20ef-29f5-4b7a-bf19-f47930bc7a6b,380.11,Tablet,0
3fff83cf-09a0-44e9-8b6f-06d03a5da5b3,133.31,Mobile,0
f755512d-7dbd-4d8f-9a91-d48e97b2ef45,139.6,Mobile,0
02812ed4-646c-438f-80b3-51160f920085,409.32,Desktop,0
30d4fd41-a8aa-486f-a9ec-16156c91284f,8759.34,Mobile,1
567e6aba-0968-40e9-b5ca-3f541d435a76,122.04,Mobile,0
cad33fc7-5f1f-4e05-8139-b673bef6b79a,486.18,Desktop,0
4e71c3af-36a6-43a0-99f3-f06e6d3c4092,426.96,Mobile,0
130eaee9-12d5-4008-91e3-419a188db4ff,108.17,Tablet,0
5cff6a15-5878-4ed2-a075-3d299ac5ed33,335.8,Desktop,0
01d80db4-a83c-447e-abde-c15843a73511,348.03,Tablet,0
65edb42e-38b9-4ace-a05e-248576fd6d60,66.99,Desktop,0
